Entity,Code,Year,Median
Sudan,SDN,2014,5.915067195892334
Suriname,SUR,2022,14.437642097473145
Suriname (urban),,1999,9.031940460205078
Sweden,SWE,1975,27.80995750427246
Sweden,SWE,1981,30.09990692138672
Sweden,SWE,1987,31.564613342285156
Sweden,SWE,1992,37.052085876464844
Sweden,SWE,1995,35.53564453125
Sweden,SWE,2000,39.376068115234375
Sweden,SWE,2001,40.65171813964844
Sweden,SWE,2002,42.00108337402344
Sweden,SWE,2003,39.95085525512695
Sweden,SWE,2004,40.21778869628906
Sweden,SWE,2005,41.23992919921875
Sweden,SWE,2006,43.224365234375
Sweden,SWE,2007,45.41498947143555
Sweden,SWE,2008,46.3807487487793
Sweden,SWE,2009,47.19638442993164
Sweden,SWE,2010,47.83601760864258
Sweden,SWE,2011,48.47332000732422
Sweden,SWE,2012,49.38975143432617
Sweden,SWE,2013,50.21759796142578
Sweden,SWE,2014,51.56718826293945
Sweden,SWE,2015,52.83466720581055
Sweden,SWE,2016,53.684600830078125
Sweden,SWE,2017,53.72201156616211
Sweden,SWE,2018,54.21455764770508
Sweden,SWE,2019,55.61256408691406
Sweden,SWE,2020,56.98076248168945
Sweden,SWE,2021,56.67024230957031
Sweden,SWE,2022,55.97605514526367
Sweden,SWE,2023,55.60335159301758
Switzerland,CHE,1982,63.03488540649414
Switzerland,CHE,1992,62.887664794921875
Switzerland,CHE,2000,61.12336730957031
Switzerland,CHE,2002,65.58406829833984
Switzerland,CHE,2004,62.858943939208984
Switzerland,CHE,2006,65.60336303710938
Switzerland,CHE,2007,66.449951171875
Switzerland,CHE,2008,67.3370361328125
Switzerland,CHE,2009,67.39083099365234
Switzerland,CHE,2010,68.6006088256836
Switzerland,CHE,2011,70.21318054199219
Switzerland,CHE,2012,71.03779602050781
Switzerland,CHE,2013,70.28073120117188
Switzerland,CHE,2014,70.89273834228516
Switzerland,CHE,2015,71.44715118408203
Switzerland,CHE,2016,72.06696319580078
Switzerland,CHE,2017,72.17256927490234
Switzerland,CHE,2018,70.9879379272461
Switzerland,CHE,2019,71.44184112548828
Switzerland,CHE,2020,72.58905029296875
Switzerland,CHE,2021,73.06706237792969
Switzerland,CHE,2022,72.28900909423828
Syria,SYR,1996,9.291925430297852
Syria,SYR,2003,11.242494583129883
Syria,SYR,2006,11.642911911010742
Syria,SYR,2009,11.4450101852417
Syria,SYR,2022,4.613113880157471
Taiwan,TWN,1981,15.23764705657959
Taiwan,TWN,1986,20.365127563476562
Taiwan,TWN,1991,33.812931060791016
Taiwan,TWN,1995,39.64975357055664
Taiwan,TWN,1997,41.65073776245117
Taiwan,TWN,2000,43.61051940917969
Taiwan,TWN,2005,43.044830322265625
Taiwan,TWN,2007,40.8549919128418
Taiwan,TWN,2010,38.06276321411133
Taiwan,TWN,2013,38.76393508911133
Taiwan,TWN,2016,41.72467041015625
Taiwan,TWN,2017,42.80581283569336
Taiwan,TWN,2018,43.104122161865234
Taiwan,TWN,2019,44.30073547363281
Taiwan,TWN,2020,46.52613067626953
Taiwan,TWN,2021,46.14426803588867
Tajikistan,TJK,1999,1.9567172527313232
Tajikistan,TJK,2003,2.752560615539551
Tajikistan,TJK,2004,3.614370346069336
Tajikistan,TJK,2007,4.297135353088379
Tajikistan,TJK,2009,5.029961585998535
Tajikistan,TJK,2015,5.696844100952148
Tajikistan,TJK,2021,6.594094276428223
Tajikistan,TJK,2022,7.122040748596191
Tajikistan,TJK,2023,7.602654933929443
Tajikistan,TJK,2024,7.614289283752441
Tanzania,TZA,1991,2.0400733947753906
Tanzania,TZA,2000,1.3676328659057617
Tanzania,TZA,2007,2.460862159729004
Tanzania,TZA,2011,2.9384396076202393
Tanzania,TZA,2018,2.958313465118408
Thailand,THA,1981,4.397036075592041
Thailand,THA,1988,4.606609344482422
Thailand,THA,1990,4.887355327606201
Thailand,THA,1992,5.628162384033203
Thailand,THA,1994,6.490489482879639
Thailand,THA,1996,7.134888648986816
Thailand,THA,1998,7.296585559844971
Thailand,THA,1999,6.802920341491699
Thailand,THA,2000,6.727949142456055
Thailand,THA,2002,7.828266620635986
Thailand,THA,2004,8.826661109924316
Thailand,THA,2006,10.092719078063965
Thailand,THA,2007,10.342360496520996
Thailand,THA,2008,10.839763641357422
Thailand,THA,2009,11.406559944152832
Thailand,THA,2010,11.680289268493652
Thailand,THA,2011,12.202187538146973
Thailand,THA,2012,12.899415016174316
Thailand,THA,2013,13.284976959228516
Thailand,THA,2014,13.466583251953125
Thailand,THA,2015,14.301865577697754
Thailand,THA,2016,14.110462188720703
Thailand,THA,2017,14.473118782043457
Thailand,THA,2018,14.238946914672852
Thailand,THA,2019,14.533012390136719
Thailand,THA,2020,14.938319206237793
Thailand,THA,2021,14.983002662658691
Thailand,THA,2022,16.74437713623047
Thailand,THA,2023,16.3504581451416
Thailand,THA,2024,15.71747875213623
Togo,TGO,2006,2.1111562252044678
Togo,TGO,2011,2.1395933628082275
Togo,TGO,2015,2.328354597091675
Togo,TGO,2018,3.85627818107605
Togo,TGO,2021,3.851337432861328
Tonga,TON,2000,9.9420804977417
Tonga,TON,2009,9.094931602478027
Tonga,TON,2015,7.7448296546936035
Tonga,TON,2021,11.002697944641113
Trinidad and Tobago,TTO,1988,16.714435577392578
Trinidad and Tobago,TTO,1992,12.17170524597168
Tunisia,TUN,1985,5.382959842681885
Tunisia,TUN,1990,6.2041497230529785
Tunisia,TUN,1995,6.102316379547119
Tunisia,TUN,2000,7.295359134674072
Tunisia,TUN,2005,8.436935424804688
Tunisia,TUN,2010,10.752840995788574
Tunisia,TUN,2015,12.366547584533691
Tunisia,TUN,2021,13.039962768554688
Turkey,TUR,1987,7.408588886260986
Turkey,TUR,1994,7.643470287322998
Turkey,TUR,2002,8.242091178894043
Turkey,TUR,2003,7.69971227645874
Turkey,TUR,2004,9.89964771270752
Turkey,TUR,2005,10.295534133911133
Turkey,TUR,2006,10.842562675476074
Turkey,TUR,2007,11.609272003173828
Turkey,TUR,2008,12.882827758789062
Turkey,TUR,2009,12.575607299804688
Turkey,TUR,2010,12.664999961853027
Turkey,TUR,2011,13.478633880615234
Turkey,TUR,2012,13.871971130371094
Turkey,TUR,2013,14.61425495147705
Turkey,TUR,2014,14.768600463867188
Turkey,TUR,2015,14.29643726348877
Turkey,TUR,2016,15.37564754486084
Turkey,TUR,2017,16.900890350341797
Turkey,TUR,2018,17.560367584228516
Turkey,TUR,2019,17.50905418395996
Turkey,TUR,2020,17.80171775817871
Turkey,TUR,2021,19.176063537597656
Turkey,TUR,2022,19.941007614135742
Turkey,TUR,2023,27.74529266357422
Turkmenistan,TKM,1998,3.8300998210906982
Tuvalu,TUV,2010,6.939938545227051
Uganda,UGA,1989,1.8745297193527222
Uganda,UGA,1992,1.7372885942459106
Uganda,UGA,1996,1.7612693309783936
Uganda,UGA,1999,1.6330219507217407
Uganda,UGA,2002,1.6988744735717773
Uganda,UGA,2005,1.9622552394866943
Uganda,UGA,2009,2.383319616317749
Uganda,UGA,2012,2.7263717651367188
Uganda,UGA,2016,2.5239923000335693
Uganda,UGA,2019,2.561432123184204
Ukraine,UKR,1992,6.888253688812256
Ukraine,UKR,1993,6.800721168518066
Ukraine,UKR,1995,6.307427406311035
Ukraine,UKR,1996,5.539290428161621
Ukraine,UKR,2002,6.389166355133057
Ukraine,UKR,2003,7.108473777770996
Ukraine,UKR,2004,8.01609992980957
Ukraine,UKR,2005,9.454845428466797
Ukraine,UKR,2006,10.15593147277832
Ukraine,UKR,2007,9.948113441467285
Ukraine,UKR,2008,11.415008544921875
Ukraine,UKR,2009,10.680051803588867
Ukraine,UKR,2010,11.479390144348145
Ukraine,UKR,2011,11.922743797302246
Ukraine,UKR,2012,12.439852714538574
Ukraine,UKR,2013,13.145207405090332
Ukraine,UKR,2014,12.628146171569824
Ukraine,UKR,2015,11.22650146484375
Ukraine,UKR,2016,11.571516990661621
Ukraine,UKR,2017,12.53897476196289
Ukraine,UKR,2018,13.08182144165039
Ukraine,UKR,2019,14.278257369995117
Ukraine,UKR,2020,13.703301429748535
United Arab Emirates,ARE,2013,67.13230895996094
United Arab Emirates,ARE,2018,76.51879119873047
United Kingdom,GBR,1968,20.924421310424805
United Kingdom,GBR,1969,20.981945037841797
United Kingdom,GBR,1970,21.330310821533203
United Kingdom,GBR,1971,20.98800277709961
United Kingdom,GBR,1972,22.082683563232422
United Kingdom,GBR,1973,23.670778274536133
United Kingdom,GBR,1974,23.872371673583984
United Kingdom,GBR,1975,23.411304473876953
United Kingdom,GBR,1976,22.522424697875977
United Kingdom,GBR,1977,22.226482391357422
United Kingdom,GBR,1978,24.377548217773438
United Kingdom,GBR,1979,24.541584014892578
United Kingdom,GBR,1980,24.892545700073242
United Kingdom,GBR,1981,24.677892684936523
United Kingdom,GBR,1982,27.102676391601562
United Kingdom,GBR,1983,25.970006942749023
United Kingdom,GBR,1984,27.171226501464844
United Kingdom,GBR,1985,27.47079849243164
United Kingdom,GBR,1986,29.313566207885742
United Kingdom,GBR,1987,30.20155906677246
United Kingdom,GBR,1988,31.936279296875
United Kingdom,GBR,1989,32.98077392578125
United Kingdom,GBR,1990,33.30241394042969
United Kingdom,GBR,1991,34.411964416503906
United Kingdom,GBR,1992,33.538875579833984
United Kingdom,GBR,1993,33.348270416259766
United Kingdom,GBR,1994,35.85616683959961
United Kingdom,GBR,1995,36.079776763916016
United Kingdom,GBR,1996,37.76435089111328
United Kingdom,GBR,1997,38.90840530395508
United Kingdom,GBR,1998,40.33974075317383
United Kingdom,GBR,1999,41.15108871459961
United Kingdom,GBR,2000,43.48354721069336
United Kingdom,GBR,2001,45.17253875732422
United Kingdom,GBR,2002,45.69075012207031
United Kingdom,GBR,2003,46.724388122558594
United Kingdom,GBR,2004,48.067840576171875
United Kingdom,GBR,2005,49.002017974853516
United Kingdom,GBR,2006,49.38379669189453
United Kingdom,GBR,2007,50.86278533935547
United Kingdom,GBR,2008,50.656856536865234
United Kingdom,GBR,2009,50.12371063232422
United Kingdom,GBR,2010,49.9750862121582
United Kingdom,GBR,2011,49.34690856933594
United Kingdom,GBR,2012,49.08062744140625
United Kingdom,GBR,2013,49.599998474121094
United Kingdom,GBR,2014,51.002437591552734
United Kingdom,GBR,2015,51.65293884277344
United Kingdom,GBR,2016,52.614620208740234
United Kingdom,GBR,2017,52.75550842285156
United Kingdom,GBR,2018,52.65370559692383
United Kingdom,GBR,2019,54.92105484008789
United Kingdom,GBR,2020,53.37171173095703
United Kingdom,GBR,2021,54.5534553527832
United States,USA,1963,33.29194259643555
United States,USA,1964,34.55862808227539
United States,USA,1965,36.65576934814453
United States,USA,1966,37.030818939208984
United States,USA,1967,38.6824951171875
United States,USA,1968,40.34339904785156
United States,USA,1969,41.702327728271484
United States,USA,1970,41.5675163269043
United States,USA,1971,42.193336486816406
United States,USA,1972,45.852500915527344
United States,USA,1973,47.03400421142578
United States,USA,1974,45.49604034423828
United States,USA,1975,46.0106201171875
United States,USA,1976,47.37092590332031
United States,USA,1977,47.92332458496094
United States,USA,1978,48.984764099121094
United States,USA,1979,49.42333221435547
United States,USA,1980,47.17321014404297
United States,USA,1981,45.78292465209961
United States,USA,1982,46.003170013427734
United States,USA,1983,47.454132080078125
United States,USA,1984,49.374942779541016
United States,USA,1985,49.82468795776367
United States,USA,1986,51.34095764160156
United States,USA,1987,53.308773040771484
United States,USA,1988,53.554725646972656
United States,USA,1989,53.786476135253906
United States,USA,1990,52.322059631347656
United States,USA,1991,52.443702697753906
United States,USA,1992,52.12215042114258
United States,USA,1993,51.42292404174805
United States,USA,1994,52.37272262573242
United States,USA,1995,52.865108489990234
United States,USA,1996,53.34386444091797
United States,USA,1997,54.68204879760742
United States,USA,1998,57.09129333496094
United States,USA,1999,58.180633544921875
United States,USA,2000,58.606483459472656
United States,USA,2001,58.292789459228516
United States,USA,2002,59.02933120727539
United States,USA,2003,59.275211334228516
United States,USA,2004,58.65224075317383
United States,USA,2005,59.09022521972656
United States,USA,2006,59.76811218261719
United States,USA,2007,60.12030029296875
United States,USA,2008,58.52817153930664
United States,USA,2009,59.095787048339844
United States,USA,2010,58.35753631591797
United States,USA,2011,58.032039642333984
United States,USA,2012,58.336185455322266
United States,USA,2013,57.9576416015625
United States,USA,2014,56.540592193603516
United States,USA,2015,59.462459564208984
United States,USA,2016,62.983299255371094
United States,USA,2017,63.91909408569336
United States,USA,2018,66.04618835449219
United States,USA,2019,70.51582336425781
United States,USA,2020,74.13993072509766
United States,USA,2021,73.62216186523438
United States,USA,2022,67.7236099243164
United States,USA,2023,69.74341583251953
United States,USA,2024,72.0654067993164
Uruguay,URY,2006,15.472054481506348
Uruguay,URY,2007,16.713424682617188
Uruguay,URY,2008,18.914045333862305
Uruguay,URY,2009,20.29375648498535
Uruguay,URY,2010,20.5870304107666
Uruguay,URY,2011,23.395288467407227
Uruguay,URY,2012,24.449649810791016
Uruguay,URY,2013,25.32245445251465
Uruguay,URY,2014,26.829570770263672
Uruguay,URY,2015,27.307968139648438
Uruguay,URY,2016,26.82463264465332
Uruguay,URY,2017,27.859933853149414
Uruguay,URY,2018,27.17494010925293
Uruguay,URY,2019,26.804096221923828
Uruguay,URY,2020,24.765676498413086
Uruguay,URY,2021,24.622312545776367
Uruguay,URY,2022,25.5830078125
Uruguay,URY,2023,25.881685256958008
Uruguay,URY,2024,26.84075927734375
Uruguay (urban),,1981,18.04071617126465
Uruguay (urban),,1989,19.578550338745117
Uruguay (urban),,1992,20.892404556274414
Uruguay (urban),,1995,21.531108856201172
Uruguay (urban),,1996,20.7972354888916
Uruguay (urban),,1997,20.757963180541992
Uruguay (urban),,1998,22.087797164916992
Uruguay (urban),,2000,21.433000564575195
Uruguay (urban),,2001,19.826086044311523
Uruguay (urban),,2002,17.575510025024414
Uruguay (urban),,2003,14.576743125915527
Uruguay (urban),,2004,14.789436340332031
Uruguay (urban),,2005,15.605260848999023
Uzbekistan,UZB,2021,9.778541564941406
Uzbekistan,UZB,2022,10.62244701385498
Uzbekistan,UZB,2023,12.551661491394043
Uzbekistan,UZB,2024,13.7753267288208
Uzbekistan,UZB,2025,16.53904151916504
Vanuatu,VUT,2010,4.558657169342041
Vanuatu,VUT,2019,5.167201519012451
Venezuela,VEN,1981,10.15425968170166
Venezuela,VEN,1987,9.364931106567383
Venezuela,VEN,1989,10.834507942199707
Venezuela,VEN,1992,9.99907112121582
Venezuela,VEN,1995,7.404552459716797
Venezuela,VEN,1998,7.797399997711182
Venezuela,VEN,1999,7.068014144897461
Venezuela,VEN,2001,7.385822296142578
Venezuela,VEN,2002,5.992119789123535
Venezuela,VEN,2003,5.236330509185791
Venezuela,VEN,2004,5.921518325805664
Venezuela,VEN,2005,7.353178977966309
Venezuela,VEN,2006,9.38590145111084
Vietnam,VNM,1992,2.7037112712860107
Vietnam,VNM,1997,3.477590799331665
Vietnam,VNM,2002,3.285118818283081
Vietnam,VNM,2004,3.9899423122406006
Vietnam,VNM,2006,4.606190204620361
Vietnam,VNM,2008,4.946105003356934
Vietnam,VNM,2010,8.347607612609863
Vietnam,VNM,2012,9.262784957885742
Vietnam,VNM,2014,9.965496063232422
Vietnam,VNM,2016,11.445662498474121
Vietnam,VNM,2018,12.702153205871582
Vietnam,VNM,2020,13.870896339416504
Vietnam,VNM,2022,13.319194793701172
Western and Central Africa (WB),,1990,2.319999933242798
Western and Central Africa (WB),,1991,2.259999990463257
Western and Central Africa (WB),,1992,2.200000047683716
Western and Central Africa (WB),,1993,2.200000047683716
Western and Central Africa (WB),,1994,2.180000066757202
Western and Central Africa (WB),,1995,2.180000066757202
Western and Central Africa (WB),,1996,2.200000047683716
Western and Central Africa (WB),,1997,2.240000009536743
Western and Central Africa (WB),,1998,2.299999952316284
Western and Central Africa (WB),,1999,2.3399999141693115
Western and Central Africa (WB),,2000,2.359999895095825
Western and Central Africa (WB),,2001,2.4600000381469727
Western and Central Africa (WB),,2002,2.5799999237060547
Western and Central Africa (WB),,2003,2.6600000858306885
Western and Central Africa (WB),,2004,2.759999990463257
Western and Central Africa (WB),,2005,2.819999933242798
Western and Central Africa (WB),,2006,2.880000114440918
Western and Central Africa (WB),,2007,2.9200000762939453
Western and Central Africa (WB),,2008,3.0199999809265137
Western and Central Africa (WB),,2009,3.0799999237060547
Western and Central Africa (WB),,2010,3.200000047683716
Western and Central Africa (WB),,2011,3.2799999713897705
Western and Central Africa (WB),,2012,3.359999895095825
Western and Central Africa (WB),,2013,3.4600000381469727
Western and Central Africa (WB),,2014,3.559999942779541
Western and Central Africa (WB),,2015,3.559999942779541
Western and Central Africa (WB),,2016,3.640000104904175
Western and Central Africa (WB),,2017,3.759999990463257
Western and Central Africa (WB),,2018,3.880000114440918
Western and Central Africa (WB),,2019,3.9600000381469727
Western and Central Africa (WB),,2020,3.759999990463257
Western and Central Africa (WB),,2021,3.7200000286102295
Western and Central Africa (WB),,2022,3.740000009536743
Western and Central Africa (WB),,2023,3.740000009536743
Western and Central Africa (WB),,2024,3.799999952316284
Western and Central Africa (WB),,2025,3.859999895095825
Western and Central Africa (WB),,2026,3.9200000762939453
World,OWID_WRL,1990,3.559999942779541
World,OWID_WRL,1991,3.559999942779541
World,OWID_WRL,1992,3.5999999046325684
World,OWID_WRL,1993,3.640000104904175
World,OWID_WRL,1994,3.7200000286102295
World,OWID_WRL,1995,3.819999933242798
World,OWID_WRL,1996,3.9000000953674316
World,OWID_WRL,1997,3.9600000381469727
World,OWID_WRL,1998,3.9600000381469727
World,OWID_WRL,1999,3.9800000190734863
World,OWID_WRL,2000,4.099999904632568
World,OWID_WRL,2001,4.199999809265137
World,OWID_WRL,2002,4.360000133514404
World,OWID_WRL,2003,4.519999980926514
World,OWID_WRL,2004,4.71999979019165
World,OWID_WRL,2005,4.920000076293945
World,OWID_WRL,2006,5.099999904632568
World,OWID_WRL,2007,5.349999904632568
World,OWID_WRL,2008,5.550000190734863
World,OWID_WRL,2009,5.699999809265137
World,OWID_WRL,2010,6.050000190734863
World,OWID_WRL,2011,6.349999904632568
World,OWID_WRL,2012,6.599999904632568
World,OWID_WRL,2013,7
World,OWID_WRL,2014,7.25
World,OWID_WRL,2015,7.550000190734863
World,OWID_WRL,2016,7.75
World,OWID_WRL,2017,7.949999809265137
World,OWID_WRL,2018,8.199999809265137
World,OWID_WRL,2019,8.399999618530273
World,OWID_WRL,2020,8.199999809265137
World,OWID_WRL,2021,8.600000381469727
World,OWID_WRL,2022,8.699999809265137
World,OWID_WRL,2023,9
World,OWID_WRL,2024,9.25
World,OWID_WRL,2025,9.449999809265137
World,OWID_WRL,2026,9.649999618530273
Yemen,YEM,1998,5.746865749359131
Yemen,YEM,2005,4.488434314727783
Yemen,YEM,2014,3.7980470657348633
Zambia,ZMB,1991,1.862635850906372
Zambia,ZMB,1993,1.9293066263198853
Zambia,ZMB,1996,2.6350677013397217
Zambia,ZMB,1998,2.575272560119629
Zambia,ZMB,2002,2.1832499504089355
Zambia,ZMB,2004,1.8195409774780273
Zambia,ZMB,2006,1.6569355726242065
Zambia,ZMB,2010,1.7385536432266235
Zambia,ZMB,2015,1.8183139562606812
Zambia,ZMB,2022,1.679186463356018
Zimbabwe,ZWE,2011,3.9313859939575195
Zimbabwe,ZWE,2017,3.3001365661621094
Zimbabwe,ZWE,2019,3.047863721847534
